ID;Catégorie d’aléa;Type d’aléa (scénario);Description aléa;Famille de risque;Exemple de risque (intitulé);Description détaillée du risque;Exemples concrets;Impacts potentiels;Mesures de prévention;Mesures de mitigation;Probabilité;Gravité;Criticité;Tags
963;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Financier;Coûts de réparation et de remise en état (ouvrages, équipements);Coûts de réparation et de remise en état (ouvrages, équipements) — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → coûts de réparation et de remise en état (ouvrages, équipements) (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;supply, énergie
964;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Financier;Hausse des primes, franchises et difficultés d’assurabilité;Hausse des primes, franchises et difficultés d’assurabilité — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → hausse des primes, franchises et difficultés d’assurabilité (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;supply, énergie
965;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Image / réputation;Médiatisation nationale / locale et perte de confiance;Médiatisation nationale / locale et perte de confiance — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → médiatisation nationale / locale et perte de confiance (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;supply, énergie
966;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Image / réputation;Perception d’impréparation ou de manque de transparence;Perception d’impréparation ou de manque de transparence — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → perception d’impréparation ou de manque de transparence (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;supply, énergie
967;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Géopolitique / institutionnel;Intervention de l’État / autorités (préfecture, inspection, régulateur);Intervention de l’État / autorités (préfecture, inspection, régulateur) — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → intervention de l’état / autorités (préfecture, inspection, régulateur) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;supply, énergie
968;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Géopolitique / institutionnel;Priorisation nationale des ressources (énergie, santé, sécurité);Priorisation nationale des ressources (énergie, santé, sécurité) — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → priorisation nationale des ressources (énergie, santé, sécurité) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;supply, énergie
969;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Informatique / numérique;Perte du SI local (supervision, communications, annuaire, outils métier);Perte du SI local (supervision, communications, annuaire, outils métier) — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → perte du si local (supervision, communications, annuaire, outils métier) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;supply, énergie
970;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Informatique / numérique;Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS);Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS) — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → cyberattaque opportuniste pendant la crise (phishing, ransom, ddos) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;supply, énergie
971;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Défaillance / résilience;Effet domino multi-réseaux (énergie + télécom + eau);Effet domino multi-réseaux (énergie + télécom + eau) — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → effet domino multi-réseaux (énergie + télécom + eau) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;supply, énergie
972;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Défaillance / résilience;Défaillance d’un acteur clé (prestataire, fournisseur, opérateur);Défaillance d’un acteur clé (prestataire, fournisseur, opérateur) — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → défaillance d’un acteur clé (prestataire, fournisseur, opérateur) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;supply, énergie
973;Socio-culturel / politique / écologique;Activisme écologique;Action militante sur site;Opérationnel;Arrêt immédiat des activités et sécurisation du périmètre;Arrêt immédiat des activités et sécurisation du périmètre — Dans le contexte « Activisme écologique » (Socio-culturel / politique / écologique). Action militante sur site. Points sensibles : blocage, réputation.;Exemple : Activisme écologique → arrêt immédiat des activités et sécurisation du périmètre (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;blocage, réputation
974;Socio-culturel / politique / écologique;Activisme écologique;Action militante sur site;Opérationnel;Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires);Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) — Dans le contexte « Activisme écologique » (Socio-culturel / politique / écologique). Action militante sur site. Points sensibles : blocage, réputation.;Exemple : Activisme écologique → désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;blocage, réputation
975;Socio-culturel / politique / écologique;Activisme écologique;Action militante sur site;Industriel / technique;Destruction d’ouvrages ou d’équipements critiques;Destruction d’ouvrages ou d’équipements critiques — Dans le contexte « Activisme écologique » (Socio-culturel / politique / écologique). Action militante sur site. Points sensibles : blocage, réputation.;Exemple : Activisme écologique → destruction d’ouvrages ou d’équipements critiques (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;blocage, réputation
